Country,Economy (GDP per Capita),Family,Freedom,Generosity,Happiness Rank,Happiness Score,Health (Life Expectancy),Region,Trust (Government Corruption),Year
Algeria,0.9790000000000001,1.1540000000000001,0.077,0.055,84,5.295,0.687,Middle East and Northern Africa,0.135,2018
Morocco,0.779,0.797,0.46,0.026000000000000002,85,5.254,0.669,Middle East and Northern Africa,0.07400000000000001,2018
China,0.9890000000000001,1.1420000000000001,0.597,0.028999999999999998,86,5.246,0.799,Eastern Asia,0.10300000000000001,2018
Azerbaijan,1.024,1.161,0.43,0.031,87,5.2010000000000005,0.603,Central and Eastern Europe,0.17600000000000002,2018
Tajikistan,0.474,1.166,0.292,0.187,88,5.199,0.598,Central and Eastern Europe,0.034,2018
Macedonia,0.9590000000000001,1.239,0.39399999999999996,0.17300000000000001,89,5.185,0.691,Central and Eastern Europe,0.052000000000000005,2018
Jordan,0.8220000000000001,1.265,0.46799999999999997,0.13,90,5.1610000000000005,0.645,Middle East and Northern Africa,0.134,2018
Nigeria,0.6890000000000001,1.172,0.462,0.201,91,5.155,0.048,Sub-Saharan Africa,0.032,2018
Kyrgyzstan,0.53,1.416,0.54,0.281,92,5.131,0.594,Central and Eastern Europe,0.035,2018
Bosnia and Herzegovina,0.915,1.078,0.28,0.21600000000000003,93,5.129,0.758,Central and Eastern Europe,0.0,2018
Mongolia,0.914,1.517,0.395,0.253,94,5.125,0.575,Eastern Asia,0.032,2018
Vietnam,0.715,1.365,0.618,0.177,95,5.103,0.7020000000000001,Southeastern Asia,0.079,2018
Indonesia,0.899,1.215,0.5379999999999999,0.484,96,5.093,0.522,Southeastern Asia,0.018000000000000002,2018
Bhutan,0.7959999999999999,1.335,0.541,0.364,97,5.082,0.527,Southern Asia,0.171,2018
Somalia,0.0,0.7120000000000001,0.674,0.23800000000000002,98,4.982,0.115,Sub-Saharan Africa,0.282,2018
Cameroon,0.535,0.8909999999999999,0.45399999999999996,0.183,99,4.975,0.182,Sub-Saharan Africa,0.043,2018
Bulgaria,1.054,1.515,0.359,0.064,100,4.933,0.7120000000000001,Central and Eastern Europe,0.009000000000000001,2018
Nepal,0.425,1.228,0.526,0.302,101,4.88,0.539,Southern Asia,0.078,2018
Venezuela,0.996,1.469,0.133,0.055999999999999994,102,4.806,0.657,Latin America and Caribbean,0.052000000000000005,2018
Gabon,1.036,1.1640000000000001,0.35600000000000004,0.032,103,4.758,0.40399999999999997,Sub-Saharan Africa,0.052000000000000005,2018
Palestinian Territories,0.642,1.217,0.266,0.086,104,4.743,0.602,Middle East and Northern Africa,0.076,2018
South Africa,0.94,1.41,0.516,0.10300000000000001,105,4.724,0.33,Sub-Saharan Africa,0.055999999999999994,2018
Iran,1.0590000000000002,0.7709999999999999,0.45899999999999996,0.282,106,4.707,0.691,Middle East and Northern Africa,0.129,2018
Ivory Coast,0.541,0.872,0.467,0.146,107,4.671,0.08,Sub-Saharan Africa,0.10300000000000001,2018
Ghana,0.5920000000000001,0.8959999999999999,0.499,0.212,108,4.657,0.337,Sub-Saharan Africa,0.028999999999999998,2018
Senegal,0.429,1.117,0.406,0.138,109,4.631,0.433,Sub-Saharan Africa,0.08199999999999999,2018
Laos,0.72,1.034,0.626,0.23,110,4.623,0.441,Southeastern Asia,0.174,2018
Tunisia,0.9,0.9059999999999999,0.271,0.04,111,4.592,0.69,Middle East and Northern Africa,0.063,2018
Albania,0.9159999999999999,0.8170000000000001,0.419,0.149,112,4.586,0.79,Central and Eastern Europe,0.032,2018
Sierra Leone,0.256,0.813,0.355,0.23800000000000002,113,4.571000000000001,0.0,Sub-Saharan Africa,0.053,2018
Congo (Brazzaville),0.682,0.8109999999999999,0.514,0.091,114,4.559,0.34299999999999997,Sub-Saharan Africa,0.077,2018
Bangladesh,0.532,0.85,0.58,0.153,115,4.5,0.579,Southern Asia,0.14400000000000002,2018
Sri Lanka,0.9179999999999999,1.314,0.585,0.307,116,4.471,0.672,Southern Asia,0.05,2018
Iraq,1.01,0.971,0.304,0.14800000000000002,117,4.456,0.536,Middle East and Northern Africa,0.095,2018
Mali,0.37,1.2329999999999999,0.36700000000000005,0.139,118,4.447,0.152,Sub-Saharan Africa,0.055999999999999994,2018
Namibia,0.8740000000000001,1.281,0.519,0.051,119,4.441,0.365,Sub-Saharan Africa,0.064,2018
Cambodia,0.5489999999999999,1.088,0.696,0.256,120,4.433,0.457,Southeastern Asia,0.065,2018
Burkina Faso,0.314,1.097,0.312,0.175,121,4.4239999999999995,0.254,Sub-Saharan Africa,0.128,2018
Egypt,0.885,1.025,0.312,0.092,122,4.419,0.5529999999999999,Middle East and Northern Africa,0.107,2018
Mozambique,0.198,0.902,0.531,0.20600000000000002,123,4.417,0.17300000000000001,Sub-Saharan Africa,0.158,2018
Kenya,0.493,1.048,0.504,0.35200000000000004,124,4.41,0.45399999999999996,Sub-Saharan Africa,0.055,2018
Zambia,0.562,1.047,0.503,0.221,125,4.377,0.295,Sub-Saharan Africa,0.08199999999999999,2018
Mauritania,0.557,1.245,0.129,0.134,126,4.356,0.292,Sub-Saharan Africa,0.09300000000000001,2018
Ethiopia,0.308,0.95,0.452,0.22,127,4.35,0.391,Sub-Saharan Africa,0.146,2018
Georgia,0.853,0.5920000000000001,0.375,0.038,128,4.34,0.643,Central and Eastern Europe,0.215,2018
Armenia,0.816,0.99,0.26,0.077,129,4.321000000000001,0.6659999999999999,Central and Eastern Europe,0.027999999999999997,2018
Myanmar,0.682,1.1740000000000002,0.58,0.598,130,4.308,0.429,Southeastern Asia,0.17800000000000002,2018
Chad,0.358,0.907,0.18899999999999997,0.18100000000000002,131,4.301,0.053,Sub-Saharan Africa,0.06,2018
Congo (Kinshasa),0.069,1.136,0.312,0.19699999999999998,132,4.245,0.204,Sub-Saharan Africa,0.052000000000000005,2018
India,0.721,0.747,0.539,0.172,133,4.19,0.485,Southern Asia,0.09300000000000001,2018
Niger,0.131,0.867,0.39,0.175,134,4.166,0.221,Sub-Saharan Africa,0.099,2018
Uganda,0.322,1.09,0.45,0.259,135,4.1610000000000005,0.237,Sub-Saharan Africa,0.061,2018
Benin,0.37799999999999995,0.37200000000000005,0.44,0.163,136,4.141,0.24,Sub-Saharan Africa,0.067,2018
Sudan,0.605,1.24,0.016,0.134,137,4.138999999999999,0.312,Sub-Saharan Africa,0.08199999999999999,2018
Ukraine,0.7929999999999999,1.413,0.163,0.187,138,4.103,0.609,Central and Eastern Europe,0.011000000000000001,2018
Togo,0.259,0.474,0.434,0.158,139,3.9989999999999997,0.253,Sub-Saharan Africa,0.10099999999999999,2018
Guinea,0.344,0.792,0.39399999999999996,0.185,140,3.964,0.21100000000000002,Sub-Saharan Africa,0.094,2018
Lesotho,0.47200000000000003,1.215,0.423,0.11599999999999999,141,3.8080000000000003,0.079,Sub-Saharan Africa,0.11199999999999999,2018
Angola,0.73,1.125,0.0,0.079,142,3.795,0.26899999999999996,Sub-Saharan Africa,0.061,2018
Madagascar,0.262,0.9079999999999999,0.221,0.155,143,3.7739999999999996,0.402,Sub-Saharan Africa,0.049,2018
Zimbabwe,0.35700000000000004,1.094,0.406,0.132,144,3.6919999999999997,0.248,Sub-Saharan Africa,0.099,2018
Afghanistan,0.332,0.537,0.085,0.191,145,3.6319999999999997,0.255,Southern Asia,0.036000000000000004,2018
Botswana,1.0170000000000001,1.1740000000000002,0.557,0.042,146,3.59,0.41700000000000004,Sub-Saharan Africa,0.092,2018
Malawi,0.18600000000000003,0.541,0.531,0.21,147,3.5869999999999997,0.306,Sub-Saharan Africa,0.08,2018
Haiti,0.315,0.7140000000000001,0.025,0.392,148,3.582,0.289,Latin America and Caribbean,0.10400000000000001,2018
Liberia,0.076,0.858,0.419,0.20600000000000002,149,3.495,0.267,Sub-Saharan Africa,0.03,2018
Syria,0.6890000000000001,0.382,0.08800000000000001,0.376,150,3.4619999999999997,0.539,Middle East and Northern Africa,0.14400000000000002,2018
Rwanda,0.332,0.8959999999999999,0.636,0.2,151,3.408,0.4,Sub-Saharan Africa,0.444,2018
Yemen,0.442,1.073,0.244,0.083,152,3.355,0.34299999999999997,Middle East and Northern Africa,0.064,2018
Tanzania,0.455,0.991,0.48100000000000004,0.27,153,3.303,0.381,Sub-Saharan Africa,0.09699999999999999,2018
South Sudan,0.337,0.608,0.11199999999999999,0.22399999999999998,154,3.2539999999999996,0.177,Sub-Saharan Africa,0.106,2018
Central African Republic,0.024,0.0,0.305,0.218,155,3.083,0.01,Sub-Saharan Africa,0.038,2018
Burundi,0.091,0.627,0.065,0.149,156,2.905,0.145,Sub-Saharan Africa,0.076,2018
Finland,1.34,1.587,0.596,0.153,1,7.769,0.986,Western Europe,0.39299999999999996,2019
Denmark,1.383,1.5730000000000002,0.5920000000000001,0.252,2,7.6,0.996,Western Europe,0.41,2019
Norway,1.4880000000000002,1.5819999999999999,0.603,0.271,3,7.553999999999999,1.028,Western Europe,0.341,2019
Iceland,1.38,1.624,0.591,0.354,4,7.494,1.026,Western Europe,0.11800000000000001,2019
Netherlands,1.396,1.5219999999999998,0.557,0.322,5,7.4879999999999995,0.9990000000000001,Western Europe,0.298,2019
Switzerland,1.452,1.526,0.5720000000000001,0.263,6,7.48,1.052,Western Europe,0.34299999999999997,2019
Sweden,1.3869999999999998,1.4869999999999999,0.574,0.267,7,7.343,1.0090000000000001,Western Europe,0.373,2019
New Zealand,1.3030000000000002,1.557,0.585,0.33,8,7.307,1.026,Australia and New Zealand,0.38,2019
Canada,1.365,1.505,0.584,0.285,9,7.278,1.0390000000000001,North America,0.308,2019
Austria,1.376,1.475,0.532,0.244,10,7.246,1.016,Western Europe,0.226,2019
Australia,1.3719999999999999,1.548,0.557,0.332,11,7.228,1.036,Australia and New Zealand,0.29,2019
Costa Rica,1.034,1.4409999999999998,0.5579999999999999,0.14400000000000002,12,7.167000000000001,0.963,Latin America and Caribbean,0.09300000000000001,2019
Israel,1.276,1.455,0.371,0.261,13,7.138999999999999,1.0290000000000001,Middle East and Northern Africa,0.08199999999999999,2019
Luxembourg,1.609,1.479,0.526,0.19399999999999998,14,7.09,1.012,Western Europe,0.316,2019
United Kingdom,1.3330000000000002,1.538,0.45,0.348,15,7.053999999999999,0.996,Western Europe,0.278,2019
Ireland,1.499,1.5530000000000002,0.516,0.298,16,7.021,0.9990000000000001,Western Europe,0.31,2019
Germany,1.3730000000000002,1.454,0.495,0.261,17,6.985,0.987,Western Europe,0.265,2019
Belgium,1.3559999999999999,1.504,0.473,0.16,18,6.922999999999999,0.986,Western Europe,0.21,2019
United States,1.433,1.4569999999999999,0.45399999999999996,0.28,19,6.892,0.8740000000000001,North America,0.128,2019
Czech Republic,1.2690000000000001,1.4869999999999999,0.457,0.046,20,6.852,0.92,Central and Eastern Europe,0.036000000000000004,2019
United Arab Emirates,1.5030000000000001,1.31,0.598,0.262,21,6.825,0.825,Middle East and Northern Africa,0.182,2019
Malta,1.3,1.52,0.564,0.375,22,6.726,0.9990000000000001,Western Europe,0.151,2019
Mexico,1.07,1.3230000000000002,0.433,0.07400000000000001,23,6.595,0.861,Latin America and Caribbean,0.073,2019
France,1.324,1.472,0.436,0.111,24,6.5920000000000005,1.045,Western Europe,0.183,2019
Taiwan,1.368,1.43,0.35100000000000003,0.242,25,6.446000000000001,0.914,Eastern Asia,0.09699999999999999,2019
Chile,1.159,1.369,0.35700000000000004,0.187,26,6.444,0.92,Latin America and Caribbean,0.055999999999999994,2019
Guatemala,0.8,1.2690000000000001,0.535,0.175,27,6.436,0.746,Latin America and Caribbean,0.078,2019
Saudi Arabia,1.403,1.357,0.439,0.08,28,6.375,0.795,Middle East and Northern Africa,0.132,2019
Qatar,1.6840000000000002,1.3130000000000002,0.555,0.22,29,6.374,0.871,Middle East and Northern Africa,0.16699999999999998,2019
Spain,1.286,1.484,0.36200000000000004,0.153,30,6.354,1.062,Western Europe,0.079,2019
Panama,1.149,1.442,0.516,0.109,31,6.321000000000001,0.91,Latin America and Caribbean,0.054000000000000006,2019
Brazil,1.004,1.439,0.39,0.099,32,6.3,0.802,Latin America and Caribbean,0.086,2019
Uruguay,1.124,1.465,0.523,0.127,33,6.292999999999999,0.8909999999999999,Latin America and Caribbean,0.15,2019
Singapore,1.5719999999999998,1.463,0.556,0.271,34,6.2620000000000005,1.141,Southeastern Asia,0.45299999999999996,2019
El Salvador,0.794,1.242,0.43,0.09300000000000001,35,6.252999999999999,0.789,Latin America and Caribbean,0.07400000000000001,2019
Italy,1.294,1.4880000000000002,0.231,0.158,36,6.223,1.0390000000000001,Western Europe,0.03,2019
Bahrain,1.3619999999999999,1.368,0.536,0.255,37,6.199,0.871,Middle East and Northern Africa,0.11,2019
Slovakia,1.246,1.504,0.33399999999999996,0.121,38,6.1979999999999995,0.8809999999999999,Central and Eastern Europe,0.013999999999999999,2019
Trinidad & Tobago,1.2309999999999999,1.4769999999999999,0.489,0.185,39,6.192,0.713,Latin America and Caribbean,0.016,2019
Poland,1.206,1.4380000000000002,0.483,0.11699999999999999,40,6.182,0.884,Central and Eastern Europe,0.05,2019
Uzbekistan,0.745,1.5290000000000001,0.631,0.322,41,6.1739999999999995,0.7559999999999999,Central and Eastern Europe,0.24,2019
Lithuania,1.238,1.515,0.29100000000000004,0.043,42,6.149,0.818,Central and Eastern Europe,0.042,2019
Colombia,0.985,1.41,0.47,0.099,43,6.125,0.841,Latin America and Caribbean,0.034,2019
Slovenia,1.258,1.5230000000000001,0.564,0.14400000000000002,44,6.117999999999999,0.953,Central and Eastern Europe,0.057,2019
Nicaragua,0.6940000000000001,1.325,0.435,0.2,45,6.105,0.835,Latin America and Caribbean,0.127,2019
Kosovo,0.882,1.232,0.489,0.262,46,6.1,0.758,Central and Eastern Europe,0.006,2019
Argentina,1.092,1.432,0.47100000000000003,0.066,47,6.086,0.8809999999999999,Latin America and Caribbean,0.05,2019
Romania,1.162,1.232,0.462,0.083,48,6.07,0.825,Central and Eastern Europe,0.005,2019
Cyprus,1.263,1.2229999999999999,0.406,0.19,49,6.046,1.042,Western Europe,0.040999999999999995,2019
Ecuador,0.912,1.3119999999999998,0.498,0.126,50,6.028,0.868,Latin America and Caribbean,0.087,2019
Kuwait,1.5,1.319,0.493,0.142,51,6.021,0.8079999999999999,Middle East and Northern Africa,0.09699999999999999,2019
Thailand,1.05,1.409,0.557,0.359,52,6.007999999999999,0.828,Southeastern Asia,0.027999999999999997,2019
Latvia,1.187,1.465,0.264,0.075,53,5.94,0.812,Central and Eastern Europe,0.064,2019
South Korea,1.301,1.219,0.159,0.175,54,5.895,1.036,Eastern Asia,0.055999999999999994,2019
Estonia,1.237,1.528,0.495,0.10300000000000001,55,5.893,0.8740000000000001,Central and Eastern Europe,0.161,2019
Jamaica,0.831,1.4780000000000002,0.49,0.107,56,5.89,0.831,Latin America and Caribbean,0.027999999999999997,2019
Mauritius,1.12,1.402,0.498,0.215,57,5.888,0.7979999999999999,Sub-Saharan Africa,0.06,2019
Japan,1.327,1.419,0.445,0.069,58,5.886,1.088,Eastern Asia,0.14,2019
Honduras,0.642,1.236,0.507,0.24600000000000002,59,5.86,0.828,Latin America and Caribbean,0.078,2019
Kazakhstan,1.173,1.508,0.41,0.146,60,5.809,0.7290000000000001,Central and Eastern Europe,0.096,2019
Bolivia,0.7759999999999999,1.209,0.511,0.13699999999999998,61,5.779,0.706,Latin America and Caribbean,0.064,2019
Hungary,1.2009999999999998,1.41,0.19899999999999998,0.081,62,5.757999999999999,0.828,Central and Eastern Europe,0.02,2019
Paraguay,0.855,1.475,0.514,0.184,63,5.742999999999999,0.777,Latin America and Caribbean,0.08,2019
Northern Cyprus,1.263,1.252,0.41700000000000004,0.191,64,5.718,1.042,Western Europe,0.162,2019
Peru,0.96,1.274,0.455,0.083,65,5.697,0.8540000000000001,Latin America and Caribbean,0.027000000000000003,2019
Portugal,1.2209999999999999,1.431,0.508,0.047,66,5.693,0.9990000000000001,Western Europe,0.025,2019
Pakistan,0.677,0.8859999999999999,0.313,0.22,67,5.653,0.535,Southern Asia,0.098,2019
Russia,1.183,1.452,0.33399999999999996,0.08199999999999999,68,5.648,0.726,Central and Eastern Europe,0.031,2019
Philippines,0.807,1.2930000000000001,0.5579999999999999,0.11699999999999999,69,5.631,0.657,Southeastern Asia,0.107,2019
Serbia,1.004,1.383,0.282,0.13699999999999998,70,5.603,0.8540000000000001,Central and Eastern Europe,0.039,2019
Moldova,0.685,1.328,0.245,0.18100000000000002,71,5.529,0.7390000000000001,Central and Eastern Europe,0.0,2019
Libya,1.044,1.3030000000000002,0.41600000000000004,0.133,72,5.525,0.6729999999999999,Middle East and Northern Africa,0.152,2019
Montenegro,1.051,1.361,0.19699999999999998,0.142,73,5.523,0.871,Central and Eastern Europe,0.08,2019
Tajikistan,0.493,1.0979999999999999,0.389,0.23,74,5.4670000000000005,0.718,Central and Eastern Europe,0.14400000000000002,2019
Croatia,1.155,1.266,0.29600000000000004,0.11900000000000001,75,5.432,0.914,Central and Eastern Europe,0.022000000000000002,2019
Hong Kong,1.4380000000000002,1.2770000000000001,0.44,0.258,76,5.43,1.122,Eastern Asia,0.287,2019
Dominican Republic,1.015,1.401,0.49700000000000005,0.113,77,5.425,0.779,Latin America and Caribbean,0.10099999999999999,2019
Bosnia and Herzegovina,0.945,1.212,0.212,0.263,78,5.386,0.845,Central and Eastern Europe,0.006,2019
Turkey,1.183,1.36,0.195,0.083,79,5.372999999999999,0.8079999999999999,Middle East and Northern Africa,0.106,2019
Malaysia,1.2209999999999999,1.171,0.508,0.26,80,5.3389999999999995,0.828,Southeastern Asia,0.024,2019
Belarus,1.067,1.465,0.235,0.094,81,5.3229999999999995,0.789,Central and Eastern Europe,0.142,2019
Greece,1.181,1.156,0.067,0.0,82,5.287000000000001,0.9990000000000001,Western Europe,0.034,2019
Mongolia,0.948,1.531,0.317,0.235,83,5.285,0.667,Eastern Asia,0.038,2019
North Macedonia,0.983,1.294,0.345,0.185,84,5.274,0.838,Central and Eastern Europe,0.034,2019
Nigeria,0.696,1.111,0.426,0.215,85,5.265,0.245,Sub-Saharan Africa,0.040999999999999995,2019
Kyrgyzstan,0.551,1.4380000000000002,0.508,0.3,86,5.261,0.723,Central and Eastern Europe,0.023,2019
Turkmenistan,1.052,1.538,0.39399999999999996,0.244,87,5.247000000000001,0.657,Central and Eastern Europe,0.027999999999999997,2019
Algeria,1.002,1.16,0.086,0.073,88,5.211,0.785,Middle East and Northern Africa,0.114,2019
Morocco,0.8009999999999999,0.782,0.418,0.036000000000000004,89,5.207999999999999,0.782,Middle East and Northern Africa,0.076,2019
Azerbaijan,1.043,1.147,0.35100000000000003,0.035,90,5.207999999999999,0.769,Central and Eastern Europe,0.182,2019
Lebanon,0.987,1.224,0.21600000000000003,0.166,91,5.197,0.815,Middle East and Northern Africa,0.027000000000000003,2019
Indonesia,0.9309999999999999,1.203,0.491,0.498,92,5.192,0.66,Southeastern Asia,0.027999999999999997,2019
China,1.0290000000000001,1.125,0.521,0.057999999999999996,93,5.191,0.893,Eastern Asia,0.1,2019
Vietnam,0.741,1.3459999999999999,0.5429999999999999,0.147,94,5.175,0.851,Southeastern Asia,0.073,2019
Bhutan,0.813,1.321,0.457,0.37,95,5.082,0.604,Southern Asia,0.16699999999999998,2019
Cameroon,0.5489999999999999,0.91,0.381,0.187,96,5.044,0.331,Sub-Saharan Africa,0.037000000000000005,2019
Bulgaria,1.092,1.5130000000000001,0.311,0.081,97,5.011,0.815,Central and Eastern Europe,0.004,2019
Ghana,0.611,0.868,0.381,0.245,98,4.996,0.486,Sub-Saharan Africa,0.04,2019
Ivory Coast,0.569,0.8079999999999999,0.35200000000000004,0.154,99,4.944,0.23199999999999998,Sub-Saharan Africa,0.09,2019
Nepal,0.446,1.226,0.439,0.285,100,4.913,0.677,Southern Asia,0.08900000000000001,2019
Jordan,0.8370000000000001,1.225,0.38299999999999995,0.11,101,4.906000000000001,0.815,Middle East and Northern Africa,0.13,2019
Benin,0.39299999999999996,0.43700000000000006,0.349,0.175,102,4.883,0.397,Sub-Saharan Africa,0.08199999999999999,2019
Congo (Brazzaville),0.6729999999999999,0.799,0.37200000000000005,0.105,103,4.812,0.508,Sub-Saharan Africa,0.09300000000000001,2019
Gabon,1.057,1.183,0.295,0.043,104,4.7989999999999995,0.5710000000000001,Sub-Saharan Africa,0.055,2019
Laos,0.764,1.03,0.547,0.266,105,4.796,0.551,Southeastern Asia,0.16399999999999998,2019
South Africa,0.96,1.351,0.389,0.13,106,4.7219999999999995,0.469,Sub-Saharan Africa,0.055,2019
Albania,0.9470000000000001,0.848,0.38299999999999995,0.17800000000000002,107,4.718999999999999,0.8740000000000001,Central and Eastern Europe,0.027000000000000003,2019
Venezuela,0.96,1.4269999999999998,0.154,0.064,108,4.707,0.805,Latin America and Caribbean,0.047,2019
Cambodia,0.574,1.122,0.609,0.23199999999999998,109,4.7,0.637,Southeastern Asia,0.062,2019
Palestinian Territories,0.657,1.247,0.225,0.10300000000000001,110,4.696000000000001,0.672,Middle East and Northern Africa,0.066,2019
Senegal,0.45,1.1340000000000001,0.292,0.153,111,4.681,0.5710000000000001,Sub-Saharan Africa,0.07200000000000001,2019
Somalia,0.0,0.698,0.5589999999999999,0.243,112,4.668,0.268,Sub-Saharan Africa,0.27,2019
Namibia,0.879,1.3130000000000002,0.401,0.07,113,4.638999999999999,0.47700000000000004,Sub-Saharan Africa,0.055999999999999994,2019
Niger,0.138,0.774,0.318,0.188,114,4.628,0.366,Sub-Saharan Africa,0.102,2019
Burkina Faso,0.331,1.056,0.255,0.177,115,4.587,0.38,Sub-Saharan Africa,0.113,2019
Armenia,0.85,1.055,0.28300000000000003,0.095,116,4.559,0.815,Central and Eastern Europe,0.064,2019
Iran,1.1,0.8420000000000001,0.305,0.27,117,4.548,0.785,Middle East and Northern Africa,0.125,2019
Guinea,0.38,0.8290000000000001,0.332,0.207,118,4.534,0.375,Sub-Saharan Africa,0.086,2019
Georgia,0.8859999999999999,0.6659999999999999,0.34600000000000003,0.043,119,4.519,0.752,Central and Eastern Europe,0.16399999999999998,2019
Gambia,0.308,0.9390000000000001,0.382,0.26899999999999996,120,4.516,0.428,Sub-Saharan Africa,0.16699999999999998,2019
Kenya,0.512,0.983,0.431,0.37200000000000005,121,4.5089999999999995,0.581,Sub-Saharan Africa,0.053,2019
Mauritania,0.57,1.167,0.066,0.106,122,4.49,0.489,Sub-Saharan Africa,0.08800000000000001,2019
Mozambique,0.204,0.986,0.494,0.19699999999999998,123,4.466,0.39,Sub-Saharan Africa,0.138,2019
Tunisia,0.9209999999999999,1.0,0.16699999999999998,0.059000000000000004,124,4.461,0.815,Middle East and Northern Africa,0.055,2019
Bangladesh,0.562,0.9279999999999999,0.527,0.166,125,4.456,0.723,Southern Asia,0.14300000000000002,2019
Iraq,1.043,0.98,0.24100000000000002,0.14800000000000002,126,4.437,0.574,Middle East and Northern Africa,0.08900000000000001,2019
Congo (Kinshasa),0.094,1.125,0.26899999999999996,0.212,127,4.418,0.35700000000000004,Sub-Saharan Africa,0.053,2019
Mali,0.385,1.105,0.327,0.153,128,4.39,0.308,Sub-Saharan Africa,0.052000000000000005,2019
Sierra Leone,0.268,0.841,0.309,0.252,129,4.374,0.242,Sub-Saharan Africa,0.045,2019
Sri Lanka,0.9490000000000001,1.265,0.47,0.244,130,4.3660000000000005,0.831,Southern Asia,0.047,2019
Myanmar,0.71,1.181,0.525,0.5660000000000001,131,4.36,0.555,Southeastern Asia,0.172,2019
Chad,0.35,0.7659999999999999,0.174,0.198,132,4.35,0.192,Sub-Saharan Africa,0.078,2019
Ukraine,0.82,1.39,0.17800000000000002,0.187,133,4.332,0.7390000000000001,Central and Eastern Europe,0.01,2019
Ethiopia,0.336,1.033,0.344,0.209,134,4.2860000000000005,0.532,Sub-Saharan Africa,0.1,2019
Swaziland,0.8109999999999999,1.149,0.313,0.07400000000000001,135,4.212,0.0,Sub-Saharan Africa,0.135,2019
Uganda,0.332,1.069,0.35600000000000004,0.252,136,4.189,0.44299999999999995,Sub-Saharan Africa,0.06,2019
Egypt,0.9129999999999999,1.0390000000000001,0.24100000000000002,0.076,137,4.166,0.644,Middle East and Northern Africa,0.067,2019
Zambia,0.578,1.058,0.431,0.247,138,4.107,0.426,Sub-Saharan Africa,0.087,2019
Togo,0.275,0.5720000000000001,0.293,0.177,139,4.085,0.41,Sub-Saharan Africa,0.085,2019
India,0.755,0.765,0.498,0.2,140,4.015,0.588,Southern Asia,0.085,2019
Liberia,0.073,0.922,0.37,0.233,141,3.975,0.44299999999999995,Sub-Saharan Africa,0.033,2019
Comoros,0.27399999999999997,0.757,0.142,0.275,142,3.9730000000000003,0.505,Sub-Saharan Africa,0.078,2019
Madagascar,0.27399999999999997,0.9159999999999999,0.14800000000000002,0.16899999999999998,143,3.9330000000000003,0.555,Sub-Saharan Africa,0.040999999999999995,2019
Lesotho,0.489,1.169,0.359,0.107,144,3.802,0.168,Sub-Saharan Africa,0.09300000000000001,2019
Burundi,0.046,0.447,0.22,0.17600000000000002,145,3.775,0.38,Sub-Saharan Africa,0.18,2019
Zimbabwe,0.366,1.114,0.361,0.151,146,3.6630000000000003,0.433,Sub-Saharan Africa,0.08900000000000001,2019
Haiti,0.32299999999999995,0.688,0.026000000000000002,0.419,147,3.597,0.449,Latin America and Caribbean,0.11,2019
Botswana,1.041,1.145,0.455,0.025,148,3.488,0.5379999999999999,Sub-Saharan Africa,0.1,2019
Syria,0.619,0.37799999999999995,0.013000000000000001,0.331,149,3.4619999999999997,0.44,Middle East and Northern Africa,0.141,2019
Malawi,0.191,0.56,0.44299999999999995,0.218,150,3.41,0.495,Sub-Saharan Africa,0.08900000000000001,2019
Yemen,0.287,1.163,0.14300000000000002,0.10800000000000001,151,3.38,0.46299999999999997,Middle East and Northern Africa,0.077,2019
Rwanda,0.359,0.711,0.555,0.217,152,3.3339999999999996,0.614,Sub-Saharan Africa,0.41100000000000003,2019
Tanzania,0.47600000000000003,0.885,0.41700000000000004,0.276,153,3.2310000000000003,0.499,Sub-Saharan Africa,0.147,2019
Afghanistan,0.35,0.517,0.0,0.158,154,3.2030000000000003,0.361,Southern Asia,0.025,2019
Central African Republic,0.026000000000000002,0.0,0.225,0.235,155,3.083,0.105,Sub-Saharan Africa,0.035,2019
South Sudan,0.306,0.575,0.01,0.20199999999999999,156,2.853,0.295,Sub-Saharan Africa,0.091,2019
